event_id,customer_id,event_month,event_date,event_type,mrr_delta,mrr_after_event
A-c37cab-2024-12,A-c37cab,2024-12,2024-12-31,expansion,1074.0,29433.0
A-c42f1f-2024-07,A-c42f1f,2024-07,2024-07-31,new,539.0,539.0
A-c42f1f-2024-10,A-c42f1f,2024-10,2024-10-31,expansion,3212.0,3751.0
A-c42f1f-2024-11,A-c42f1f,2024-11,2024-11-30,expansion,1272.0,5023.0
A-c42f1f-2024-12,A-c42f1f,2024-12,2024-12-31,expansion,152.0,5175.0
A-c43359-2024-11,A-c43359,2024-11,2024-11-30,new,3306.0,3306.0
A-c43359-2024-12,A-c43359,2024-12,2024-12-31,expansion,8284.0,11590.0
A-c45b23-2023-12,A-c45b23,2023-12,2023-12-31,new,152.0,152.0
A-c45b23-2024-02,A-c45b23,2024-02,2024-02-29,expansion,588.0,740.0
A-c45b23-2024-04,A-c45b23,2024-04,2024-04-30,expansion,228.0,968.0
A-c45b23-2024-05,A-c45b23,2024-05,2024-05-31,expansion,1791.0,2759.0
A-c45b23-2024-07,A-c45b23,2024-07,2024-07-31,expansion,95.0,2854.0
A-c45b23-2024-10,A-c45b23,2024-10,2024-10-31,expansion,133.0,2987.0
A-c45b23-2024-11,A-c45b23,2024-11,2024-11-30,expansion,343.0,3330.0
A-c45b23-2024-12,A-c45b23,2024-12,2024-12-31,expansion,5174.0,8504.0
A-c4ea60-2023-04,A-c4ea60,2023-04,2023-04-30,new,912.0,912.0
A-c4ea60-2023-05,A-c4ea60,2023-05,2023-05-31,expansion,342.0,1254.0
A-c4ea60-2024-07,A-c4ea60,2024-07,2024-07-31,expansion,4464.0,5718.0
A-c4ea60-2024-09,A-c4ea60,2024-09,2024-09-30,expansion,882.0,6600.0
A-c4ea60-2024-10,A-c4ea60,2024-10,2024-10-31,expansion,882.0,7482.0
A-c4ea60-2024-11,A-c4ea60,2024-11,2024-11-30,expansion,3582.0,11064.0
A-c4ea60-2024-12,A-c4ea60,2024-12,2024-12-31,expansion,3582.0,14646.0
A-c58f49-2024-08,A-c58f49,2024-08,2024-08-31,new,1330.0,1330.0
A-c58f49-2024-09,A-c58f49,2024-09,2024-09-30,expansion,13930.0,15260.0
A-c58f49-2024-10,A-c58f49,2024-10,2024-10-31,expansion,27860.0,43120.0
A-c58f49-2024-11,A-c58f49,2024-11,2024-11-30,expansion,27860.0,70980.0
A-c608c8-2023-06,A-c608c8,2023-06,2023-06-30,new,597.0,597.0
A-c608c8-2023-10,A-c608c8,2023-10,2023-10-31,expansion,1194.0,1791.0
A-c608c8-2023-12,A-c608c8,2023-12,2023-12-31,expansion,539.0,2330.0
A-c608c8-2024-03,A-c608c8,2024-03,2024-03-31,expansion,3871.0,6201.0
A-c608c8-2024-06,A-c608c8,2024-06,2024-06-30,expansion,2189.0,8390.0
A-c608c8-2024-07,A-c608c8,2024-07,2024-07-31,contraction,-2189.0,6201.0
A-c608c8-2024-08,A-c608c8,2024-08,2024-08-31,expansion,95.0,6296.0
A-c608c8-2024-10,A-c608c8,2024-10,2024-10-31,expansion,1029.0,7325.0
A-c62e55-2023-11,A-c62e55,2023-11,2023-11-30,new,1666.0,1666.0
A-c62e55-2024-01,A-c62e55,2024-01,2024-01-31,expansion,190.0,1856.0
A-c62e55-2024-02,A-c62e55,2024-02,2024-02-29,expansion,3577.0,5433.0
A-c62e55-2024-03,A-c62e55,2024-03,2024-03-31,expansion,1176.0,6609.0
A-c62e55-2024-04,A-c62e55,2024-04,2024-04-30,expansion,152.0,6761.0
A-c62e55-2024-05,A-c62e55,2024-05,2024-05-31,expansion,2985.0,9746.0
A-c62e55-2024-11,A-c62e55,2024-11,2024-11-30,expansion,1470.0,11216.0
A-c62e55-2024-12,A-c62e55,2024-12,2024-12-31,expansion,686.0,11902.0
A-c70870-2024-11,A-c70870,2024-11,2024-11-30,new,589.0,589.0
A-c70870-2024-12,A-c70870,2024-12,2024-12-31,expansion,39025.0,39614.0
A-c7e58b-2023-08,A-c7e58b,2023-08,2023-08-31,new,57.0,57.0
A-c7e58b-2023-12,A-c7e58b,2023-12,2023-12-31,expansion,1393.0,1450.0
A-c7e58b-2024-04,A-c7e58b,2024-04,2024-04-30,expansion,1990.0,3440.0
A-c7e58b-2024-07,A-c7e58b,2024-07,2024-07-31,expansion,1944.0,5384.0
A-c7ffc2-2023-05,A-c7ffc2,2023-05,2023-05-31,new,6468.0,6468.0
A-c7ffc2-2023-07,A-c7ffc2,2023-07,2023-07-31,expansion,570.0,7038.0
A-c7ffc2-2023-08,A-c7ffc2,2023-08,2023-08-31,expansion,1083.0,8121.0
A-c7ffc2-2023-09,A-c7ffc2,2023-09,2023-09-30,expansion,570.0,8691.0
A-c7ffc2-2023-11,A-c7ffc2,2023-11,2023-11-30,expansion,5970.0,14661.0
A-c7ffc2-2024-02,A-c7ffc2,2024-02,2024-02-29,expansion,7440.0,22101.0
A-c7ffc2-2024-03,A-c7ffc2,2024-03,2024-03-31,expansion,5970.0,28071.0
A-c7ffc2-2024-08,A-c7ffc2,2024-08,2024-08-31,expansion,570.0,28641.0
A-c7ffc2-2024-09,A-c7ffc2,2024-09,2024-09-30,expansion,570.0,29211.0
A-c7ffc2-2024-10,A-c7ffc2,2024-10,2024-10-31,expansion,5970.0,35181.0
A-c7ffc2-2024-12,A-c7ffc2,2024-12,2024-12-31,expansion,931.0,36112.0
A-c9bb3e-2024-04,A-c9bb3e,2024-04,2024-04-30,new,7742.0,7742.0
A-c9bb3e-2024-05,A-c9bb3e,2024-05,2024-05-31,contraction,-1715.0,6027.0
A-c9bb3e-2024-06,A-c9bb3e,2024-06,2024-06-30,expansion,530.0,6557.0
A-c9bb3e-2024-08,A-c9bb3e,2024-08,2024-08-31,expansion,2189.0,8746.0
A-c9bb3e-2024-09,A-c9bb3e,2024-09,2024-09-30,expansion,984.0,9730.0
A-c9bb3e-2024-10,A-c9bb3e,2024-10,2024-10-31,expansion,3582.0,13312.0
A-c9bb3e-2024-11,A-c9bb3e,2024-11,2024-11-30,expansion,190.0,13502.0
A-cab532-2023-04,A-cab532,2023-04,2023-04-30,new,2189.0,2189.0
A-cab532-2023-05,A-cab532,2023-05,2023-05-31,expansion,4975.0,7164.0
A-cab532-2023-07,A-cab532,2023-07,2023-07-31,expansion,2189.0,9353.0
A-cab532-2023-11,A-cab532,2023-11,2023-11-30,expansion,1519.0,10872.0
A-cab532-2024-03,A-cab532,2024-03,2024-03-31,expansion,539.0,11411.0
A-cab532-2024-05,A-cab532,2024-05,2024-05-31,expansion,1166.0,12577.0
A-cab532-2024-07,A-cab532,2024-07,2024-07-31,expansion,1666.0,14243.0
A-cab532-2024-10,A-cab532,2024-10,2024-10-31,expansion,2189.0,16432.0
A-cab532-2024-11,A-cab532,2024-11,2024-11-30,expansion,1941.0,18373.0
A-cab532-2024-12,A-cab532,2024-12,2024-12-31,expansion,1715.0,20088.0
A-cb5333-2024-04,A-cb5333,2024-04,2024-04-30,new,7403.0,7403.0
A-cb5333-2024-06,A-cb5333,2024-06,2024-06-30,expansion,2244.0,9647.0
A-cb5333-2024-07,A-cb5333,2024-07,2024-07-31,expansion,1330.0,10977.0
A-cb5333-2024-09,A-cb5333,2024-09,2024-09-30,expansion,11418.0,22395.0
A-cb5333-2024-12,A-cb5333,2024-12,2024-12-31,expansion,2244.0,24639.0
A-cb6cc6-2023-08,A-cb6cc6,2023-08,2023-08-31,new,513.0,513.0
A-cb6cc6-2024-03,A-cb6cc6,2024-03,2024-03-31,expansion,637.0,1150.0
A-cb6cc6-2024-09,A-cb6cc6,2024-09,2024-09-30,expansion,247.0,1397.0
A-cb6cc6-2024-10,A-cb6cc6,2024-10,2024-10-31,expansion,1225.0,2622.0
A-cbbe12-2023-08,A-cbbe12,2023-08,2023-08-31,new,1960.0,1960.0
A-cbbe12-2024-05,A-cbbe12,2024-05,2024-05-31,expansion,760.0,2720.0
A-cbbe12-2024-06,A-cbbe12,2024-06,2024-06-30,expansion,2401.0,5121.0
A-cbbe12-2024-08,A-cbbe12,2024-08,2024-08-31,contraction,-760.0,4361.0
A-cbbe12-2024-12,A-cbbe12,2024-12,2024-12-31,expansion,7960.0,12321.0
A-cbd1a3-2024-11,A-cbd1a3,2024-11,2024-11-30,new,11040.0,11040.0
A-cbd1a3-2024-12,A-cbd1a3,2024-12,2024-12-31,expansion,5311.0,16351.0
A-cc102e-2024-05,A-cc102e,2024-05,2024-05-31,new,2552.0,2552.0
A-cc102e-2024-09,A-cc102e,2024-09,2024-09-30,expansion,3224.0,5776.0
A-cc102e-2024-10,A-cc102e,2024-10,2024-10-31,contraction,-2058.0,3718.0
A-cc102e-2024-11,A-cc102e,2024-11,2024-11-30,expansion,4040.0,7758.0
A-cc102e-2024-12,A-cc102e,2024-12,2024-12-31,expansion,247.0,8005.0
A-cc1d8d-2024-12,A-cc1d8d,2024-12,2024-12-31,new,8947.0,8947.0
A-cc8c8f-2024-06,A-cc8c8f,2024-06,2024-06-30,new,5572.0,5572.0
A-cc8c8f-2024-07,A-cc8c8f,2024-07,2024-07-31,expansion,437.0,6009.0
A-cc8c8f-2024-10,A-cc8c8f,2024-10,2024-10-31,expansion,437.0,6446.0
A-cc8c8f-2024-11,A-cc8c8f,2024-11,2024-11-30,expansion,4577.0,11023.0
A-cc8c8f-2024-12,A-cc8c8f,2024-12,2024-12-31,expansion,4577.0,15600.0
A-cc98bc-2023-05,A-cc98bc,2023-05,2023-05-31,new,6368.0,6368.0
A-cc98bc-2023-06,A-cc98bc,2023-06,2023-06-30,expansion,2793.0,9161.0
A-cc98bc-2023-07,A-cc98bc,2023-07,2023-07-31,expansion,6368.0,15529.0
A-cc98bc-2023-10,A-cc98bc,2023-10,2023-10-31,expansion,608.0,16137.0
A-cc98bc-2023-12,A-cc98bc,2023-12,2023-12-31,expansion,1216.0,17353.0
A-cc98bc-2024-05,A-cc98bc,2024-05,2024-05-31,expansion,2646.0,19999.0
A-cc98bc-2024-07,A-cc98bc,2024-07,2024-07-31,expansion,1568.0,21567.0
A-cc98bc-2024-09,A-cc98bc,2024-09,2024-09-30,contraction,-1568.0,19999.0
A-ccabf0-2023-11,A-ccabf0,2023-11,2023-11-30,new,15954.0,15954.0
A-ccabf0-2023-12,A-ccabf0,2023-12,2023-12-31,expansion,1029.0,16983.0
A-ccabf0-2024-01,A-ccabf0,2024-01,2024-01-31,expansion,2587.0,19570.0
A-ccabf0-2024-03,A-ccabf0,2024-03,2024-03-31,expansion,2189.0,21759.0
A-ccabf0-2024-05,A-ccabf0,2024-05,2024-05-31,expansion,323.0,22082.0
A-ccabf0-2024-07,A-ccabf0,2024-07,2024-07-31,expansion,98.0,22180.0
A-ccabf0-2024-09,A-ccabf0,2024-09,2024-09-30,expansion,199.0,22379.0
A-ccb686-2024-02,A-ccb686,2024-02,2024-02-29,new,3234.0,3234.0
A-ccb686-2024-05,A-ccb686,2024-05,2024-05-31,expansion,190.0,3424.0
A-ccb686-2024-06,A-ccb686,2024-06,2024-06-30,expansion,931.0,4355.0
A-ccb686-2024-08,A-ccb686,2024-08,2024-08-31,expansion,13566.0,17921.0
A-ccb686-2024-10,A-ccb686,2024-10,2024-10-31,expansion,1421.0,19342.0
A-ccb686-2024-11,A-ccb686,2024-11,2024-11-30,contraction,-190.0,19152.0
A-ccb686-2024-12,A-ccb686,2024-12,2024-12-31,expansion,2199.0,21351.0
A-ccc747-2024-06,A-ccc747,2024-06,2024-06-30,new,1813.0,1813.0
A-ccc747-2024-07,A-ccc747,2024-07,2024-07-31,expansion,784.0,2597.0
A-ccc747-2024-09,A-ccc747,2024-09,2024-09-30,expansion,784.0,3381.0
A-ccc747-2024-10,A-ccc747,2024-10,2024-10-31,expansion,1127.0,4508.0
A-ccc747-2024-11,A-ccc747,2024-11,2024-11-30,expansion,304.0,4812.0
A-cd458b-2024-07,A-cd458b,2024-07,2024-07-31,new,5364.0,5364.0
A-cd458b-2024-08,A-cd458b,2024-08,2024-08-31,expansion,10284.0,15648.0
A-cd458b-2024-09,A-cd458b,2024-09,2024-09-30,expansion,1003.0,16651.0
A-cd458b-2024-10,A-cd458b,2024-10,2024-10-31,expansion,11286.0,27937.0
A-cd458b-2024-12,A-cd458b,2024-12,2024-12-31,expansion,14803.0,42740.0
A-cdf020-2023-12,A-cdf020,2023-12,2023-12-31,new,1519.0,1519.0
A-cdf020-2024-01,A-cdf020,2024-01,2024-01-31,expansion,4116.0,5635.0
A-cdf020-2024-04,A-cdf020,2024-04,2024-04-30,expansion,4577.0,10212.0
A-cdf020-2024-07,A-cdf020,2024-07,2024-07-31,expansion,1127.0,11339.0
A-cdf020-2024-08,A-cdf020,2024-08,2024-08-31,contraction,-2205.0,9134.0
A-cdf020-2024-10,A-cdf020,2024-10,2024-10-31,expansion,5214.0,14348.0
A-cdf020-2024-12,A-cdf020,2024-12,2024-12-31,contraction,-4577.0,9771.0
A-ce550d-2024-10,A-ce550d,2024-10,2024-10-31,new,6965.0,6965.0
A-ce550d-2024-11,A-ce550d,2024-11,2024-11-30,expansion,14960.0,21925.0
A-ce550d-2024-12,A-ce550d,2024-12,2024-12-31,expansion,5145.0,27070.0
A-ce66f8-2023-08,A-ce66f8,2023-08,2023-08-31,new,551.0,551.0
A-ce66f8-2024-05,A-ce66f8,2024-05,2024-05-31,expansion,1102.0,1653.0
A-ce66f8-2024-07,A-ce66f8,2024-07,2024-07-31,expansion,10205.0,11858.0
A-cea1f0-2024-06,A-cea1f0,2024-06,2024-06-30,new,1045.0,1045.0
A-cea1f0-2024-08,A-cea1f0,2024-08,2024-08-31,expansion,392.0,1437.0
A-cea1f0-2024-10,A-cea1f0,2024-10,2024-10-31,expansion,5036.0,6473.0
A-cea1f0-2024-12,A-cea1f0,2024-12,2024-12-31,expansion,5771.0,12244.0
A-ced9aa-2024-10,A-ced9aa,2024-10,2024-10-31,new,1194.0,1194.0
A-ced9aa-2024-11,A-ced9aa,2024-11,2024-11-30,expansion,1073.0,2267.0
A-ced9aa-2024-12,A-ced9aa,2024-12,2024-12-31,expansion,3624.0,5891.0
A-d26ab4-2024-11,A-d26ab4,2024-11,2024-11-30,new,6464.0,6464.0
A-d26ab4-2024-12,A-d26ab4,2024-12,2024-12-31,expansion,9267.0,15731.0
A-d27f50-2024-07,A-d27f50,2024-07,2024-07-31,new,8756.0,8756.0
A-d27f50-2024-08,A-d27f50,2024-08,2024-08-31,expansion,5167.0,13923.0
A-d27f50-2024-10,A-d27f50,2024-10,2024-10-31,expansion,8756.0,22679.0
A-d27f50-2024-11,A-d27f50,2024-11,2024-11-30,contraction,-8756.0,13923.0
A-d27f50-2024-12,A-d27f50,2024-12,2024-12-31,expansion,21300.0,35223.0
A-d3c88e-2024-10,A-d3c88e,2024-10,2024-10-31,new,3968.0,3968.0
A-d3c88e-2024-11,A-d3c88e,2024-11,2024-11-30,expansion,3968.0,7936.0
A-d3c88e-2024-12,A-d3c88e,2024-12,2024-12-31,expansion,18247.0,26183.0
A-d40bf7-2024-11,A-d40bf7,2024-11,2024-11-30,new,24603.0,24603.0
A-d40bf7-2024-12,A-d40bf7,2024-12,2024-12-31,expansion,18644.0,43247.0
A-d42431-2024-06,A-d42431,2024-06,2024-06-30,new,418.0,418.0
A-d42431-2024-07,A-d42431,2024-07,2024-07-31,expansion,1729.0,2147.0
A-d42431-2024-08,A-d42431,2024-08,2024-08-31,expansion,8756.0,10903.0
A-d42431-2024-09,A-d42431,2024-09,2024-09-30,expansion,418.0,11321.0
A-d42431-2024-10,A-d42431,2024-10,2024-10-31,expansion,5043.0,16364.0
A-d42431-2024-11,A-d42431,2024-11,2024-11-30,expansion,418.0,16782.0
A-d42431-2024-12,A-d42431,2024-12,2024-12-31,expansion,4378.0,21160.0
A-d49cc5-2024-02,A-d49cc5,2024-02,2024-02-29,new,950.0,950.0
A-d49cc5-2024-03,A-d49cc5,2024-03,2024-03-31,expansion,2450.0,3400.0
A-d49cc5-2024-05,A-d49cc5,2024-05,2024-05-31,expansion,2450.0,5850.0
A-d49cc5-2024-06,A-d49cc5,2024-06,2024-06-30,expansion,950.0,6800.0
A-d49cc5-2024-07,A-d49cc5,2024-07,2024-07-31,expansion,950.0,7750.0
A-d49cc5-2024-09,A-d49cc5,2024-09,2024-09-30,expansion,950.0,8700.0
A-d49cc5-2024-10,A-d49cc5,2024-10,2024-10-31,expansion,3675.0,12375.0
A-d49cc5-2024-12,A-d49cc5,2024-12,2024-12-31,expansion,950.0,13325.0
A-d4ac0e-2024-05,A-d4ac0e,2024-05,2024-05-31,new,342.0,342.0
A-d4ac0e-2024-06,A-d4ac0e,2024-06,2024-06-30,expansion,2107.0,2449.0
A-d4ac0e-2024-07,A-d4ac0e,2024-07,2024-07-31,expansion,3980.0,6429.0
A-d4ac0e-2024-08,A-d4ac0e,2024-08,2024-08-31,expansion,1737.0,8166.0
A-d4ac0e-2024-09,A-d4ac0e,2024-09,2024-09-30,expansion,1007.0,9173.0
A-d4ac0e-2024-10,A-d4ac0e,2024-10,2024-10-31,expansion,15003.0,24176.0
A-d4ac0e-2024-11,A-d4ac0e,2024-11,2024-11-30,expansion,2499.0,26675.0
A-d4ac0e-2024-12,A-d4ac0e,2024-12,2024-12-31,expansion,882.0,27557.0
A-d4e0d4-2024-10,A-d4e0d4,2024-10,2024-10-31,new,54522.0,54522.0
A-d4e0d4-2024-11,A-d4e0d4,2024-11,2024-11-30,expansion,54522.0,109044.0
A-d4e0d4-2024-12,A-d4e0d4,2024-12,2024-12-31,expansion,29016.0,138060.0
A-d535f6-2024-09,A-d535f6,2024-09,2024-09-30,new,2616.0,2616.0
A-d535f6-2024-11,A-d535f6,2024-11,2024-11-30,expansion,1614.0,4230.0
A-d535f6-2024-12,A-d535f6,2024-12,2024-12-31,expansion,3185.0,7415.0
A-d5a319-2023-09,A-d5a319,2023-09,2023-09-30,new,735.0,735.0
A-d5a319-2023-11,A-d5a319,2023-11,2023-11-30,expansion,304.0,1039.0
A-d5a319-2023-12,A-d5a319,2023-12,2023-12-31,expansion,323.0,1362.0
A-d5a319-2024-01,A-d5a319,2024-01,2024-01-31,expansion,14215.0,15577.0
A-d5a319-2024-07,A-d5a319,2024-07,2024-07-31,expansion,2985.0,18562.0
A-d5a319-2024-08,A-d5a319,2024-08,2024-08-31,expansion,1176.0,19738.0
A-d5a319-2024-09,A-d5a319,2024-09,2024-09-30,expansion,6169.0,25907.0
A-d5a319-2024-11,A-d5a319,2024-11,2024-11-30,expansion,11940.0,37847.0
A-d62e02-2024-09,A-d62e02,2024-09,2024-09-30,new,1990.0,1990.0
A-d62e02-2024-10,A-d62e02,2024-10,2024-10-31,expansion,4378.0,6368.0
A-d62e02-2024-11,A-d62e02,2024-11,2024-11-30,expansion,8671.0,15039.0
A-d62e02-2024-12,A-d62e02,2024-12,2024-12-31,expansion,6285.0,21324.0
A-d77f4c-2023-10,A-d77f4c,2023-10,2023-10-31,new,152.0,152.0
A-d77f4c-2024-02,A-d77f4c,2024-02,2024-02-29,expansion,1421.0,1573.0
A-d77f4c-2024-03,A-d77f4c,2024-03,2024-03-31,expansion,2331.0,3904.0
A-d77f4c-2024-04,A-d77f4c,2024-04,2024-04-30,expansion,20298.0,24202.0
A-d77f4c-2024-05,A-d77f4c,2024-05,2024-05-31,expansion,2587.0,26789.0
A-d77f4c-2024-07,A-d77f4c,2024-07,2024-07-31,expansion,11288.0,38077.0
A-d77f4c-2024-08,A-d77f4c,2024-08,2024-08-31,expansion,4378.0,42455.0
A-d77f4c-2024-10,A-d77f4c,2024-10,2024-10-31,expansion,152.0,42607.0
A-d77f4c-2024-11,A-d77f4c,2024-11,2024-11-30,expansion,5771.0,48378.0
A-d77f4c-2024-12,A-d77f4c,2024-12,2024-12-31,expansion,196.0,48574.0
A-d792a6-2023-02,A-d792a6,2023-02,2023-02-28,new,1889.0,1889.0
A-d792a6-2023-04,A-d792a6,2023-04,2023-04-30,expansion,2388.0,4277.0
A-d792a6-2023-05,A-d792a6,2023-05,2023-05-31,expansion,1791.0,6068.0
A-d792a6-2023-08,A-d792a6,2023-08,2023-08-31,expansion,399.0,6467.0
A-d792a6-2023-09,A-d792a6,2023-09,2023-09-30,expansion,95.0,6562.0
A-d792a6-2023-10,A-d792a6,2023-10,2023-10-31,expansion,796.0,7358.0
A-d792a6-2024-01,A-d792a6,2024-01,2024-01-31,expansion,1764.0,9122.0
A-d792a6-2024-04,A-d792a6,2024-04,2024-04-30,expansion,101.0,9223.0
A-d792a6-2024-07,A-d792a6,2024-07,2024-07-31,expansion,796.0,10019.0
A-d792a6-2024-10,A-d792a6,2024-10,2024-10-31,expansion,12935.0,22954.0
A-d82ef9-2024-07,A-d82ef9,2024-07,2024-07-31,new,3849.0,3849.0
A-d82ef9-2024-08,A-d82ef9,2024-08,2024-08-31,expansion,5174.0,9023.0
A-d82ef9-2024-09,A-d82ef9,2024-09,2024-09-30,expansion,2548.0,11571.0
A-d82ef9-2024-10,A-d82ef9,2024-10,2024-10-31,expansion,1768.0,13339.0
A-d82ef9-2024-11,A-d82ef9,2024-11,2024-11-30,expansion,988.0,14327.0
A-d82ef9-2024-12,A-d82ef9,2024-12,2024-12-31,contraction,-1007.0,13320.0
A-d922bf-2023-10,A-d922bf,2023-10,2023-10-31,new,5970.0,5970.0
A-d922bf-2023-11,A-d922bf,2023-11,2023-11-30,expansion,6368.0,12338.0
A-d922bf-2024-09,A-d922bf,2024-09,2024-09-30,expansion,2985.0,15323.0
A-d922bf-2024-11,A-d922bf,2024-11,2024-11-30,contraction,-2985.0,12338.0
A-d922bf-2024-12,A-d922bf,2024-12,2024-12-31,expansion,1791.0,14129.0
A-db5e9e-2024-11,A-db5e9e,2024-11,2024-11-30,new,969.0,969.0
A-db5e9e-2024-12,A-db5e9e,2024-12,2024-12-31,expansion,4899.0,5868.0
A-dbc825-2024-01,A-dbc825,2024-01,2024-01-31,new,7562.0,7562.0
A-dbc825-2024-03,A-dbc825,2024-03,2024-03-31,expansion,931.0,8493.0
A-dbc825-2024-04,A-dbc825,2024-04,2024-04-30,expansion,5073.0,13566.0
A-dbc825-2024-05,A-dbc825,2024-05,2024-05-31,expansion,1292.0,14858.0
A-dbc825-2024-06,A-dbc825,2024-06,2024-06-30,expansion,1615.0,16473.0
A-dbc825-2024-07,A-dbc825,2024-07,2024-07-31,expansion,14264.0,30737.0
A-dbc825-2024-09,A-dbc825,2024-09,2024-09-30,contraction,-4142.0,26595.0
A-dbc825-2024-10,A-dbc825,2024-10,2024-10-31,expansion,10945.0,37540.0
A-dbc825-2024-11,A-dbc825,2024-11,2024-11-30,expansion,722.0,38262.0
A-dbc825-2024-12,A-dbc825,2024-12,2024-12-31,contraction,-1615.0,36647.0
A-dcc2f0-2023-10,A-dcc2f0,2023-10,2023-10-31,new,285.0,285.0
A-dcc2f0-2023-11,A-dcc2f0,2023-11,2023-11-30,expansion,2985.0,3270.0
A-dcc2f0-2023-12,A-dcc2f0,2023-12,2023-12-31,expansion,1210.0,4480.0
A-dcc2f0-2024-01,A-dcc2f0,2024-01,2024-01-31,expansion,6169.0,10649.0
A-dcc2f0-2024-03,A-dcc2f0,2024-03,2024-03-31,expansion,1078.0,11727.0
A-dcc2f0-2024-09,A-dcc2f0,2024-09,2024-09-30,expansion,735.0,12462.0
A-dcc2f0-2024-10,A-dcc2f0,2024-10,2024-10-31,expansion,4005.0,16467.0
A-dcc2f0-2024-11,A-dcc2f0,2024-11,2024-11-30,expansion,1026.0,17493.0
A-dcc2f0-2024-12,A-dcc2f0,2024-12,2024-12-31,contraction,-735.0,16758.0
A-dcc3f1-2023-12,A-dcc3f1,2023-12,2023-12-31,new,399.0,399.0
A-dcc3f1-2024-01,A-dcc3f1,2024-01,2024-01-31,expansion,2499.0,2898.0
A-dcc3f1-2024-05,A-dcc3f1,2024-05,2024-05-31,expansion,494.0,3392.0
A-dcc3f1-2024-08,A-dcc3f1,2024-08,2024-08-31,expansion,4378.0,7770.0
A-dcc3f1-2024-10,A-dcc3f1,2024-10,2024-10-31,expansion,4578.0,12348.0
A-dcc3f1-2024-11,A-dcc3f1,2024-11,2024-11-30,expansion,399.0,12747.0
A-de24d5-2024-11,A-de24d5,2024-11,2024-11-30,new,13214.0,13214.0
A-de24d5-2024-12,A-de24d5,2024-12,2024-12-31,expansion,8113.0,21327.0
A-de58ca-2023-04,A-de58ca,2023-04,2023-04-30,new,735.0,735.0
A-de58ca-2023-07,A-de58ca,2023-07,2023-07-31,expansion,285.0,1020.0
A-de58ca-2023-09,A-de58ca,2023-09,2023-09-30,expansion,735.0,1755.0
A-de58ca-2023-10,A-de58ca,2023-10,2023-10-31,expansion,12338.0,14093.0
A-de58ca-2023-12,A-de58ca,2023-12,2023-12-31,expansion,893.0,14986.0
A-de58ca-2024-01,A-de58ca,2024-01,2024-01-31,expansion,735.0,15721.0
A-de58ca-2024-02,A-de58ca,2024-02,2024-02-29,contraction,-735.0,14986.0
A-de58ca-2024-06,A-de58ca,2024-06,2024-06-30,expansion,735.0,15721.0
A-de58ca-2024-08,A-de58ca,2024-08,2024-08-31,expansion,285.0,16006.0
A-de58ca-2024-09,A-de58ca,2024-09,2024-09-30,expansion,7164.0,23170.0
A-de58ca-2024-12,A-de58ca,2024-12,2024-12-31,contraction,-893.0,22277.0
A-dec005-2023-12,A-dec005,2023-12,2023-12-31,new,6169.0,6169.0
A-dec005-2024-03,A-dec005,2024-03,2024-03-31,expansion,4179.0,10348.0
A-dec005-2024-08,A-dec005,2024-08,2024-08-31,expansion,4673.0,15021.0
A-dec005-2024-09,A-dec005,2024-09,2024-09-30,expansion,4578.0,19599.0
A-dec005-2024-11,A-dec005,2024-11,2024-11-30,expansion,11145.0,30744.0
A-df10db-2023-08,A-df10db,2023-08,2023-08-31,new,266.0,266.0
A-df10db-2023-09,A-df10db,2023-09,2023-09-30,expansion,436.0,702.0
A-df10db-2023-10,A-df10db,2023-10,2023-10-31,expansion,133.0,835.0
A-df10db-2023-12,A-df10db,2023-12,2023-12-31,expansion,343.0,1178.0
A-df10db-2024-05,A-df10db,2024-05,2024-05-31,expansion,7841.0,9019.0
A-df10db-2024-06,A-df10db,2024-06,2024-06-30,expansion,57.0,9076.0
A-df10db-2024-09,A-df10db,2024-09,2024-09-30,expansion,266.0,9342.0
A-df10db-2024-10,A-df10db,2024-10,2024-10-31,expansion,2388.0,11730.0
A-df1e44-2024-04,A-df1e44,2024-04,2024-04-30,new,588.0,588.0
A-df1e44-2024-05,A-df1e44,2024-05,2024-05-31,expansion,3087.0,3675.0
A-df1e44-2024-06,A-df1e44,2024-06,2024-06-30,expansion,816.0,4491.0
A-df1e44-2024-08,A-df1e44,2024-08,2024-08-31,expansion,2388.0,6879.0
A-df1e44-2024-09,A-df1e44,2024-09,2024-09-30,expansion,2388.0,9267.0
A-df1e44-2024-10,A-df1e44,2024-10,2024-10-31,expansion,2587.0,11854.0
A-df1e44-2024-12,A-df1e44,2024-12,2024-12-31,expansion,1253.0,13107.0
A-dfbd31-2024-02,A-dfbd31,2024-02,2024-02-29,new,2786.0,2786.0
A-dfbd31-2024-04,A-dfbd31,2024-04,2024-04-30,expansion,1099.0,3885.0
A-dfbd31-2024-07,A-dfbd31,2024-07,2024-07-31,expansion,686.0,4571.0
A-dfbd31-2024-08,A-dfbd31,2024-08,2024-08-31,expansion,456.0,5027.0
A-dfbd31-2024-09,A-dfbd31,2024-09,2024-09-30,expansion,2107.0,7134.0
A-dfbd31-2024-10,A-dfbd31,2024-10,2024-10-31,expansion,3626.0,10760.0
A-dfbd31-2024-11,A-dfbd31,2024-11,2024-11-30,expansion,12338.0,23098.0
A-dfbd31-2024-12,A-dfbd31,2024-12,2024-12-31,expansion,1981.0,25079.0
